i,sstep,lambdastep,gammastep,wstep,loss
1,1326986,18303859048,302854136,15541622,54819
2,974444,39172599,268371241,366229171,52904
3,874499,42857984,430127932665,2099841359,76713
4,1163554,37749395,311728050,1255352852,78459
5,1022570,35475233,261847088,2092389119,53142
6,945683,36789959,280637275,16796695,55683
7,896064,34243791,263391089,36873096,46502
8,887681,42279008,281584383,35669568,49868
9,961608,29643159,297204137,26541028,55754
10,885592,19816091,305043160,18797282,56003
11,867966,20393458,296302597,35952923,49277
12,1159758,23404111,270273568,36012288,53153
