i,sstep,lambdastep,gammastep,wstep,loss
1,10884677,27753152,446620505,395395445,80432
2,7493127,232692375,446620442360,1644423117,93832
3,7831190,160571560,443202314,1245502193,88293
4,7781395,98124449,433197995,1594483637,81853
5,8524820,184770968,432802264,32777288,90727
6,6998535,131522913,461460063,15717911,84187
7,7434780,443396219,436933739,35037508,78338
8,6968217,148665143,447011712,15707385,78914
9,7390509,104385689,430531901,35418258,80721
10,6955758,162954360,448611373,15434103,81638
11,7385427,343841234,434729365,35047629,77904
12,7009527,67853921,427146576,15746305,76320
13,8138921,265815833,406944594,35755199,87761
14,6985937,39223461,437975853,15948808,80990
15,8120778,90435509,424966288,34840364,76856
16,7067092,86596920,437090397,15636793,77951
17,7443641,86807157,422919563,35196341,82481
