i,sstep,lambdastep,gammastep,wstep,loss
1,249258210,171664427,922855630,759164658,111200
2,654641878,777422738,543524931772,1968669972,138185
3,598321723,547620716,902571679,552503161,111506
4,683629510,940884171,852687707,1790742951,123797
5,699246546,639811307,887447030,2801635806,124350
6,669083843,573369702,875543214,43340295,115338
7,647342836,612462901,984547935,25788986,125128
8,869331595,678802716,980632657,26812641,150531
9,818952530,700941662,976304403,26205905,121473
10,830831340,713452041,976835923,33837353,108577
11,671150392,660403135,977085511,33058608,108730
12,621212497,697482229,973567380,33535409,109949
13,654163574,1001220556,973711688,33151805,103577
14,590867605,706285772,971666376,33437283,108495
15,719052942,700620616,971591722,31931570,108537
16,687173934,682164770,970017277,33088657,110468
17,667494768,655901326,968930433,35280702,107578
18,629915329,807202452,1428631426,299271393,107468
19,639911745,729256556,1010497338,28894404,107516
20,837159693,772321586,1010062348,34652176,107883
21,663624046,831892967,1010997226,39291746,118928
22,694627450,886900310,1013396938,24925624,108804
23,675820938,729387298,984316490,29861723,107047
24,665248668,406779312,980404473,33260272,109964
25,653478516,414895153,976067639,39525896,108161
