i,sstep,lambdastep,gammastep,wstep,loss
1,5572819,16124526,373457110,240196495,69313
2,2957832,135600614,489883476494,2260968531,109437
3,3652436,118200305,379168561,1185668146,68624
4,3131800,129706835,364608386,1542072832,68319
5,3055451,102860588,378037297,22178218,69417
6,2931122,76622036,355293741,38537349,83254
7,4776939,144498850,348514382,29804711,67022
8,3387553,100196043,397008970,24625146,67160
9,2924641,104531287,362773952,17635664,68209
10,3165772,200501164,367697091,32269131,72507
11,2994143,254352533,390988422,26191808,68420
12,3099375,82982172,415658119,18734927,69138
13,2966040,110278828,383171594,33641599,66521
14,3116692,56636889,392117309,27473573,66385
15,2925141,58936301,433951308,20289466,68357
16,2905038,57814536,358700559,1630333885,72863
17,2933506,112366583,363979656,32826235,65378
18,3072659,83636578,381120428,25091492,64941
19,2986301,89800417,429800721,24034734,65152
20,3007818,84334554,380352236,35793115,78739
21,3165870,97908548,397026985,26429292,66693
22,2982741,79570362,389781675,23911817,71330
23,3055657,184076492,369523708,36642608,75710
24,3110691,124260654,387038593,317684311,63709
25,3093552,197613501,394400264,595702402,74469
26,3114516,134317977,372961596,1282649627,78458
27,3019401,184022670,373035945,318894480,65049
28,2981564,163624035,356529911,26269546,67259
29,3129373,43194825,381473224,20645278,71694
30,3016247,122268769,352081175,33717223,59714
31,2951700,90371442,376754687,26980572,63318
32,3339044,102709967,401937291,21400999,66459
33,2955025,84470635,362465664,32821646,68312
34,3147659,130167106,360429461,26401464,66409
35,2921070,64925398,365103026,21456846,67754
36,2994835,130279801,376828865,33091401,61856
37,3372481,80608601,362599265,26330687,64478
38,2955532,103701309,379030938,21938236,71339
39,3021427,120667732,384727156,33251483,64137
40,3116428,97101432,399832928,26631675,67011
41,2967551,94826384,384305160,21219120,70729
42,3248049,82752599,406365834,32501308,65226
43,2985386,105287072,396205032,26209955,67789
44,3078942,76306447,379783245,21048885,74024
45,2983491,131290805,351238166,32482506,62209
46,2939173,102230178,364532962,30027963,89629
47,3380108,75055602,400882216,21621267,70547
48,2951693,92016412,359474510,33368563,80150
49,3430831,81115965,412481234,25775149,66622
50,3040747,86134604,386778463,21648433,69877
51,3149011,115849180,379364599,32369173,63547
52,2981285,80048086,390655589,25968537,66462
53,3095819,137748062,417530916,21684183,68211
54,2961712,86823527,349878095,31977890,62327
55,3156396,172540404,394118678,25283758,67564
56,2981197,84211572,405590984,21297731,68283
57,3458073,98665674,365041941,31960033,61514
58,2982785,140611368,350738289,25124483,67902
59,3133241,87568507,399129067,21506739,68897
60,2980251,70492191,394712627,31800817,60244
61,3177019,69742318,382341959,24841584,69004
62,2891312,61477826,403905401,20788470,66785
63,2961767,72270859,373072526,31800552,60815
64,3147611,80648413,379170754,24465662,68784
65,3015297,64012193,386049343,21534612,68640
66,3005513,69587019,388563227,31447119,63258
67,3151503,63504961,394268716,24408052,67681
68,2964600,82545015,399876531,17968046,74660
69,5988002,59470972,358999278,30541784,67640
70,3169295,88347575,406815497,26004824,85880
71,3351752,61791810,402601910,17990821,72116
72,6008748,57664653,391580226,31042479,65825
73,2960282,80331076,375998934,23681668,70816
74,2989426,87337398,366806100,41725693,73543
75,4768112,61734182,366368044,29744037,63377
76,2899908,67719745,2900500098,1753672325,73920
77,2969637,112225874,459209107,1101188208,69167
78,3002348,32977341739,416593513,259175001,74214
79,3088608,135557102,359959926,39472511,75394
80,3108111,149092447,353701131,28792756,66643
81,3126981,121999678,351318621,22295497,70351
82,2969686,122754837,379122264,35148356,68512
83,3258146,118534464,372870542,28331324,64151
84,2951137,133546707,355075664,760249924,71978
85,3141239,68327445,356565294,35781234,61791
86,2900833,51833453,353914003,28618608,65433
87,2890522,102567676,356160107,21664265,71282
88,3168914,107789488,372258636,35069585,83008
89,3001385,63633482,388958028,26495995,67329
90,3048654,81004862,408416817,21386733,69799
91,2985705,133164534,364833636,30904297,61338
92,3182446,128210092,402941650,24117449,75357
93,2975311,95345385,383886629,18117801,72788
94,5588388,101058455,365227703,30034046,67412
95,3270425,92384765,366984964,23063407,67142
96,2966680,110089782,343638994,39335272,69827
97,3091738,112438340,375225511,28417725,65491
98,3322782,156764858,415745064,22238417,70192
99,2950441,55940692,379025403,36147299,69444
100,3250303,60507476,393337222,27845947,67503
