i,sstep,lambdastep,gammastep,wstep,loss
1,1377901,17451714,326643963,52745378,49124
2,1103546,61369490,314811976,29752766,51995
3,1229965,49366917,311122324,43328249,64735
4,1084374,49339038,324930071,41189769,49568
5,1087707,42864006,326686321,27620728,50305
6,1246338,44402432,306223874,43013626,50698
7,1093810,44679571,315833944,40217546,48560
8,1080788,45435986,326957503,27707036,51456
9,1239887,43872090,315263409,44808278,57273
10,1087753,47790048,316288623,39810105,55216
11,1091531,45147584,343134778,30190988,51863
12,1232552,44480386,303443652,43645841,59480
13,1096205,43705936,328634965,38637615,48595
14,1089454,44576667,329168365,26787460,49880
15,1247579,44301733,311068832,43490684,48791
16,1224932,44555188,315490275,37375938,50526
17,1082577,44176570,334230032,19131107,60445
18,9355239,43534460,293514737,41740610,55717
19,1095209,41391877,331979631,35712412,49735
20,1076864,44459426,330288806,18899194,60773
21,1096455,53059341,304094761,43186495,50434
22,1254851,45031415,324918113,33225185,50752
23,1077142,43363233,347533692,19892611,57360
24,1114149,48686767,307187645,43175305,49497
25,1216023,46125814,331180153,29945886,47756
26,1088402,44567040,298671330,43274030,61845
27,1139157,43186876,328843725,41378526,48445
28,1225154,44708616,326368300,27304291,51480
29,1091039,41907155,314678876,45718582,58104
30,1086321,45319111,319181983,39766083,48429
31,1239377,43107050,330074181,31652042,51114
32,1100155,43935520,306646398,44287869,57794
33,1086735,45382397,323684310,39482532,49118
34,1226978,46326545,332494450,27562857,53208
35,1097081,41556240,307701860,43916193,60231
36,1092814,44313728,324047247,38003386,50317
37,1228261,46070035,331572148,27084676,51947
38,1117776,45195476,298838445,42137101,49800
39,1087485,44374059,327672880,34874003,49979
40,1221463,43430206,331377046,18999462,58674
41,1087328,50835897,309617029,43160140,49417
42,1093775,46576098,325676456,32450232,50264
43,1252137,44739205,331899391,18778601,60429
44,1099555,51425027,307772336,42799513,51148
45,1088239,44069284,324703969,30903708,49654
46,1230208,45970765,301931956,43299858,59253
47,1096854,43706844,309838574,41423024,47555
48,1093371,45400181,334030263,32562857,49807
49,1253687,44516155,306759803,43243778,47760
50,1090341,46612819,315473830,40434986,50243
51,1092531,44099857,336425941,32208455,52483
52,1254069,43753020,298826154,44754556,66942
53,1115514,46153316,326001128,39290787,56681
54,1075881,44741404,337461862,27572471,58024
55,1228589,43082254,302963045,43666458,56538
56,1103584,45700906,328231768,38469705,51234
57,1076967,42361644,343300092,29082983,51278
58,1264305,46244614,300689925,42704538,49893
59,1098135,47287014,327927447,36347081,49140
60,1080904,46971996,350120085,19826322,58157
61,9649531,42823910,310581687,42915240,47767
62,1092071,44497678,317819634,33208255,49095
63,1069560,44371869,336532344,18794561,58137
64,1241562,52429810,307655693,42537543,47346
65,1084378,41618960,328854524,33117080,52692
66,1082804,45926764,299434942,44338045,59900
67,1127143,44755540,314222084,42602602,48518
68,1103206,46365826,326669599,30932010,50048
69,1071999,43405789,313036224,43599635,59799
70,1212794,43463227,315912206,39949158,51541
71,1081536,43384561,329341065,27079425,51950
72,1102872,42701243,290687086,45111430,58692
73,1124841,42194844,314473441,40083677,50257
74,1083139,44522185,325079343,26728801,51202
75,1094392,42120794,308163858,43479615,57414
76,1204265,44483959,328812039,38150454,50781
77,1089148,46229396,335834939,26842069,49132
78,1107047,46339279,307839587,43597212,50922
79,1187678,46941109,322373473,35887864,48255
80,1089693,45691091,327810203,19273046,58418
81,1101581,56920381,305135918,42525061,56130
82,1199432,45924938,325424754,33334110,48381
83,1070088,46220758,338547357,19319474,58714
84,1105860,51683730,301568955,42352885,52098
85,1197772,44785347,346260731,31867352,51403
86,1058453,43136968,306765207,43225165,55629
87,1097107,46328735,310795208,41008469,50789
88,1201661,45233817,324073031,30700734,50521
89,1088140,44435755,320227443,43232778,50997
90,1078034,44059462,317503059,39492391,50988
91,1187423,44871293,333833418,25602666,52582
92,1098201,45591017,309898426,44270456,50231
93,1096102,45808428,320501792,38495604,50589
94,1198017,47819229,334884444,26894795,50517
95,1108329,43780390,306156780,43425586,51466
96,1093661,44981690,315127666,37422788,50052
97,1076879,44476485,347097558,20281662,62777
98,9405486,46209140,301592962,42726607,51275
99,1090805,44994017,328226932,35256873,49456
100,1082774,44212311,321079534,19062136,59266
