i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,496050,7214493,12028,131897312,130382438,91711741
2,169773,110542229,10708,137515987,83168227,102626617
3,162506,78584632,11499,147075775,203342954,109213705
4,168130,31505645,10498,217464639,88653000,63350200
5,165230,67763791,11285,194861496,99227423,56391982
6,169618,33365799,11488,223424536,110523369,85523176
7,169180,128037206,11578,129520643,213328844,161630801
8,174605,58801779,11024,178855883,97575925,91389495
9,168355,109800091,11596,135738188,99912039,84190036
10,172695,135072695,11486,114631925,23605376,34110709
11,166449,135462780,10293,115078977,161092238,70532385
12,167801,131025853,10345,115262278,83517013,276282119
13,167458,8838959,12025,147071016,130627908,38230096
14,164488,128333431,11509,124112924,49721516,60499063
15,168320,125863229,12212,146963607,111611378,66969340
