i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,719399,12029219,17890,261680477,134987988,8637369
2,239255,132110280,17464,256736107,102201217,6539661
3,239492,132286915,19630,265756680,258088666,106564191
4,239835,114874584,17482,269393838,124335655,44766482
5,243620,130488324,18702,350014177,146219734,15470368
6,247701,142539124,17871,250742720,150859891,21409509
7,241811,130195511,19002,416722669,126863608,31246933
8,236770,130248601,17572,265883427,142921898,5495194
9,233753,130463948,21092,236413046,137930025,67310571
10,250140,26658336,19361,331787351,86925852,1888805
11,240749,16969535,17638,335145602,164297358,6579557
12,234712,130203229,17143,234949203,163076745,10827747
13,240246,130789392,18059,262767196,103102568,7968090
14,247530,131123087,18196,265756790,163079114,7152361
15,238685,130531544,17557,265253997,261362531,158567610
16,236196,68938789,16283,280579521,130456833,21450512
17,239215,112225264,17690,268503180,131102144,6766479
18,247794,131471181,17812,264152852,84500447,6607165
19,265656,131582777,19711,238518347,76856457,8281661
