i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,4676364,12907047,32428,393213743,103715,808034
2,277578,13890608,24328,316053815,97422,806381
3,278692,13884067,22451,316715932,95258,772354
4,281722,14029230,23665,322583162,96572,794465
5,280526,13952692,22921,316024441,96185,781000
6,277489,14168563,23595,316541892,93545,795352
7,279716,14106741,21743,323419467,97921,803246
8,278602,13902898,22573,315779106,95524,791854
9,287741,13929616,23858,316327645,94638,794721
10,278865,14121653,22659,315800545,96143,764985
11,281377,21845095,22892,322822753,96310,794605
12,277768,13980765,26994,437913908,98606,791699
13,280349,13986570,22486,316775898,97553,786136
14,277597,14002154,23327,325614097,95078,810851
15,278330,13868685,22954,315984477,96177,809020
16,278340,14155443,23714,315640285,102821,793461
17,276227,13772822,21763,324690891,96465,787754
18,277680,13962956,23464,316141280,104419,773584
19,280249,14105204,27245,316571796,101025,781972
20,282208,13985861,23770,457176474,98397,785846
21,291200,13977453,22773,324519183,98951,804375
22,279332,13918398,23586,316284781,95379,801112
23,280947,13882621,21870,316568874,99995,781243
24,278550,13963664,22760,316238560,101698,760857
25,287557,24552020,24158,311431704,95128,786653
26,278423,14015295,21861,315520296,102861,774058
27,284142,13991021,24904,316792229,95105,768649
28,276896,14013071,23560,315996814,95011,781137
29,278433,13880453,23326,324247850,93243,777660
30,278713,14110942,23770,315771959,104675,780254
31,278986,13970486,23299,316190324,98276,785759
32,278877,14021219,23164,315858233,97864,780249
33,288188,13939731,25810,323279043,94811,765419
34,278784,14131394,23213,333079541,98900,797280
35,278827,13978324,22902,446021446,98867,788129
36,280527,14050736,22879,316519296,101136,781268
37,286095,14033328,23618,316144004,97861,761802
38,279169,25564184,21449,310897356,101372,781935
39,279184,13738136,23328,315444606,96147,789242
40,291819,14106472,23987,316351978,97924,784531
41,278129,13875229,23089,317012327,96272,792827
42,290908,13981146,23672,331583678,98401,771106
43,276395,35446464,27748,313028613,96610,771574
44,275829,16396460,22317,315981009,96592,796924
45,277674,13845984,23873,316672839,101395,799744
46,278646,14007809,22574,316815760,94132,802466
47,279706,13973628,23819,316677601,94738,776180
48,277211,14030860,23734,316580671,100874,778780
49,278236,22641345,23638,312941924,97065,790524
50,290297,13926943,24567,316554611,97628,796154
51,277963,13867753,22839,316175882,96268,794910
52,281043,13998757,22137,316075010,99551,786113
53,278494,13822819,22492,316449742,99636,784520
54,278718,14036283,21466,316280308,104834,780353
55,279336,23057540,23053,301382676,93740,788508
56,290631,13743959,24715,488464423,103734,804535
57,279011,14184713,23695,452835057,102673,797115
58,310226,13904846,28002,316782915,106498,839949
59,285768,13972482,23126,317351879,97517,771724
60,279529,14114302,22680,316007650,97502,796827
61,287117,13998511,22748,316230051,94972,790566
62,276269,25321470,22951,307956718,100201,795727
63,280086,13883825,22679,315768341,98712,791526
64,278803,13986538,22505,316314554,97230,798177
65,287552,13942387,24285,316503784,97177,818006
66,277370,13834176,22731,316371997,99015,798341
67,350391,13940541,23010,382623095,99135,776368
68,294031,14095084,24069,474277960,101593,800465
69,276845,14015311,21620,317075869,99780,778567
70,280219,13929862,22203,317790970,99094,771890
71,276200,23869135,22023,303788691,96702,795801
72,278731,13935596,22391,315529601,100469,806675
73,285483,13879017,22596,318683385,98402,803007
74,280707,14309389,28500,317129982,98151,780176
75,278500,13956758,21752,317071781,100132,793014
76,281769,14029098,24268,478818068,100494,808515
77,278112,14237394,27378,318622131,98583,793524
78,289943,14086827,23238,318152055,97105,785264
79,277089,13944715,24048,316974753,98210,773454
80,282020,14026399,23898,479237826,110783,770808
81,275756,14095011,22474,317113535,95400,779156
82,277304,13964492,21082,317021768,97302,776382
83,289950,13929218,24032,316268309,95917,764338
84,277539,24082516,21846,302719313,95505,772574
85,279789,13962692,22059,316213414,98237,791518
86,279255,13897632,22827,316361071,100334,800546
87,284864,13921061,22929,316509561,98821,790393
88,280721,13908488,26953,316709007,100109,789847
89,281130,13913051,22865,336157214,99627,811462
90,294410,13934500,23869,464594195,100738,801045
91,278842,13951041,22295,370831939,99121,1045091
92,279783,14021507,22485,319454191,97406,807925
93,280356,13878647,23134,366182437,122216,897081
94,284619,13920705,23624,436202123,99869,805693
95,278936,14125223,21258,317884353,100613,785929
96,278476,13930907,22295,317064221,101310,795213
97,280033,13994723,23063,317392219,100277,791308
98,286312,14012689,21549,317320124,97343,774686
99,285760,14055035,24569,317681725,99015,801155
100,275357,14042905,23410,316991890,96394,775097
