i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,41835,1236226,2970,4721397,29119,536221
2,37122,1070841,2874,10172809,30694,524549
3,40105,1035933,2707,11268858,41956,610792
4,39781,1107520,3240,8560955,29974,694360
5,41148,1031293,4135,6472517,34973,299921
6,39964,1071803,3464,6465780,34422,695142
7,40067,1055912,3205,6470080,35314,295491
8,39840,1083929,3963,7097662,33200,689335
9,40291,1067157,4040,6874232,37815,295296
10,39533,1136414,4626,6832530,41069,291885
11,40205,1081391,3646,7425151,36266,297355
12,1898305,1071104,6395,38346216,53432,366710
13,44083,1307064,3086,4149467,29730,339881
14,39827,1185608,3269,3936673,28897,293733
15,44150,1177651,3495,5358918,32801,295499
16,44243,1210923,4019,6458727,32190,690235
17,44387,1190363,3892,6449105,33267,303966
18,57385,1191952,3806,10218117,33779,548141
19,44499,1195207,4120,11063761,32327,543841
20,43838,1198827,3122,11363441,32092,532183
21,45369,1219384,3308,10898179,31504,543122
22,43669,1228134,3023,10905079,31515,537739
23,42643,1205568,5031,11130312,29851,537760
24,41120,1196021,2913,11394587,33941,530615
25,42346,1210982,2859,11388351,28988,530795
26,41322,1236313,5056,11403424,29344,537352
27,40846,1202244,2906,11398239,30500,539615
28,42233,1183035,3352,10061511,28331,305631
29,41516,1190703,3643,6868559,34202,295912
