i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,206138,4259536,9692,53175668,133183,928908
2,103677,3809273,7825,82517700,132667,423040
3,99674,4378984,7876,43529829,128890,423971
4,98386,4266368,7631,51186706,140999,997470
5,98664,4125711,9628,52554873,137899,977269
6,98102,3830259,9843,52792097,134201,980096
7,99475,3832356,8086,90647086,137409,438525
8,99202,4287908,8135,43093400,126579,426736
9,98880,4390058,7414,47434755,128553,998663
10,97541,4015794,9488,52854480,128672,986036
11,103721,3812114,10773,52477993,133980,976914
12,98094,3831182,10220,53219994,136103,974210
13,98540,44316951,8285,43680668,132434,432591
14,99484,4270824,8328,43827375,122896,996504
15,99214,4296647,11146,53003008,129939,984184
16,106330,3826500,9255,52680883,131243,981141
17,103678,3843310,9939,52862024,134875,983524
18,99435,3847729,7567,86652075,136537,429796
19,98954,4288822,7863,44011517,131839,414992
20,98893,4347838,7661,51932425,135092,997887
21,98958,4158325,9599,52505682,137659,981586
22,98849,3794060,10401,53111189,133758,982187
23,99473,3849531,9187,90186127,136226,437338
24,104266,4360340,7162,43428051,128475,427067
25,100689,4318311,7988,47527547,128949,995591
26,99489,4082696,9339,52806637,131470,980639
27,99487,3831993,10244,52709612,134396,980637
28,99231,3840029,10289,52836976,134692,973899
29,101144,44760838,7825,43158031,131195,427459
30,99140,4293716,16324,43989853,127159,993219
31,99483,4293657,10906,53002138,128277,985051
32,99049,3810741,9443,52746857,131688,984639
33,98694,3805367,10094,52962885,133128,990387
34,99512,3824367,8287,85416414,138209,425421
35,99794,4312948,8328,43395849,127918,415132
36,103020,4271444,8016,51879956,129638,999349
37,98538,4238350,9538,52375119,131084,975634
38,98506,3843470,10076,52581077,135968,989116
39,99310,3831974,8815,89540928,134125,442390
40,100369,4318568,7346,43065790,124890,422074
41,98920,4316372,7834,48560657,126123,999351
42,98855,4059542,9361,52697120,128925,981776
43,100442,3841707,9771,52742144,132817,978849
44,98776,3838909,8704,92828745,139471,433063
45,98406,4393479,11771,43468863,124695,418600
46,98750,4300709,7903,44409092,122443,993317
47,98870,4233325,9410,52725197,128614,984411
48,99504,3842566,9390,52783452,131423,980483
49,99848,3849035,9816,52964699,129789,975700
50,104093,3842024,8021,85140232,133560,428921
51,98520,4368131,7426,43571640,126366,425283
52,100680,4264940,7555,52672034,130474,997687
53,98671,4092526,10205,52386467,132796,975828
54,100343,3798867,9415,52479983,132992,977190
55,99650,3843889,8194,89010480,135900,424855
56,99565,4284348,7681,43486702,126404,418646
57,98499,4318760,7351,48728847,124591,992959
58,97800,4100912,9534,52667924,128267,986341
59,98912,3820500,9384,52801280,133072,976046
60,99908,3839475,8259,92329822,133536,437757
61,98708,4338210,7973,43094682,128627,427138
62,98241,4325267,7286,45276772,124946,993153
63,99085,4116275,9389,53205888,128731,987085
64,98678,3789116,10365,52735418,133348,979623
65,98177,3842855,10208,52864109,132832,982774
66,99784,3821159,8910,84508365,133637,432186
67,100370,4330066,7672,43421511,126213,428830
68,103029,4370715,7696,53096886,130293,994480
69,99454,3940232,10006,52722219,134820,986156
70,108251,3831255,11921,53340727,133300,983731
71,101772,3853407,7816,90474025,135953,434396
72,98949,4312039,7220,43106980,124670,423773
73,99765,4322719,6900,49590772,131192,1010602
74,104407,4104271,10137,52586757,131323,982311
75,99585,3895042,9325,52669056,138953,985655
76,100776,3818458,9207,91873912,144170,425910
77,98524,4330445,7254,43402120,128207,419120
78,98727,4327897,7448,45548344,129411,988602
79,99689,4064316,9457,52753788,128617,986109
80,99274,3809272,10177,52768687,136315,982889
81,98417,3793236,10460,52700117,133530,989962
82,99361,3820779,8742,84226187,132884,426970
83,99834,4324825,7173,43009747,125083,419393
84,102608,4283098,7649,53811406,130774,995568
85,98674,3911231,9183,52694550,134991,978228
86,98676,3805739,9623,52567522,134774,987212
87,100306,3809067,8154,88020245,133912,436322
88,99381,4316467,7936,43660600,124955,423824
89,98747,4309575,8024,49868169,129713,999140
90,98365,4128686,10205,52754593,130979,977850
91,99474,3824276,9710,52657625,132960,979972
92,100427,3841147,8945,91920284,135548,441005
93,100692,4319855,8062,43090469,123695,438947
94,97889,4295366,7068,46473479,124922,987422
95,100829,4031446,9666,52837185,128393,988072
96,98705,3817521,9356,53131265,132548,976642
97,98354,3849059,9584,52719670,134893,970744
98,100271,3877442,7980,84016396,130983,436192
99,99348,4344130,7897,43111134,123463,926381
100,99140,4251116,9942,53288914,127599,984193
