i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,85250,3045266,7047,23579507,73668,518160
2,78548,3082429,5595,30143420,60706,828819
3,74646,3006419,5493,29453809,61271,814812
4,76183,2650909,5742,45904799,56786,389156
5,75221,2967756,5553,22233995,57769,388001
6,73342,2952303,11060,23692809,54663,827820
7,74773,2942657,5079,30602757,56879,836439
8,77012,2947835,7648,30954295,59089,819559
9,74402,2626263,7679,30295183,60559,810802
10,74161,2632102,5370,30315845,59073,809419
11,92040,2635338,6040,64164662,59948,377864
12,80857,3158445,5515,23140919,53123,376429
13,78874,2988007,6051,22398658,52788,376340
14,73466,2966403,5255,29002508,54753,840614
15,74195,3207087,7274,30565352,60399,825116
16,74395,2860212,7184,30685151,62929,817863
17,73969,2715031,7400,30566129,60050,825109
18,75674,2629655,6043,65761163,57900,384299
19,85736,2994500,16994,22379081,53436,387978
20,77031,2996381,5303,22475748,50312,387829
21,73673,3109588,5939,26341812,53249,822849
22,74660,2944425,5316,30366619,53652,827504
23,73829,2863071,8257,30816423,55261,821560
24,73670,2612756,7331,30451847,60818,809279
25,73840,2639721,6173,30241736,57528,812509
26,76282,2626034,5462,59738407,56964,377952
27,75572,2977391,5147,22744743,52635,374695
28,74156,3009582,6233,24164956,51326,825598
29,74300,2969760,5859,30179626,55083,824468
30,74753,2953026,7008,31176680,53222,825638
31,73408,2632072,7164,30447391,55593,826152
32,74201,2641347,5404,30357538,53813,814835
33,75687,2655861,5765,62672730,56866,385041
34,79983,2981688,5533,22354858,54071,373866
35,74035,3006304,5982,22641990,51675,373879
36,76234,2964224,5289,37612812,55572,826313
37,74273,2954623,7236,30691251,52571,839257
38,73654,2855286,7900,30799762,55251,839992
39,74515,2625755,5380,30634823,55219,813591
40,76302,2623701,6000,66396434,58193,378809
41,76378,3404822,5919,22749316,52007,385019
42,83862,3032199,5879,24281443,54868,420674
43,74130,3006721,5573,27212644,53747,821640
44,74746,2960067,5772,30223686,52421,830695
45,73481,2852243,7381,30797626,52963,828672
46,74325,2632747,5357,30460976,56323,817106
47,74739,2634172,8171,30330967,57156,807428
48,76445,2652748,5544,58818070,55420,382930
49,74955,3097080,5368,22515287,52325,374936
50,74338,2946600,6218,24994063,52080,820878
51,73399,2974277,5486,30290556,52548,829213
52,74152,2974108,7750,30962591,52152,800690
53,73167,2638131,4975,30380654,54869,811081
54,73942,2628761,7210,30371875,55918,808360
55,77068,2657482,5936,62659964,56481,377174
56,74938,3017116,5245,22689263,53592,399475
57,74904,2997466,5266,22464306,51604,385523
58,74139,2943851,5272,29581637,56055,824498
59,74337,2970749,8267,30668911,54919,823707
60,74605,2869407,5407,30714538,57207,816978
61,73713,2671542,7420,30307834,55340,814719
62,81782,2653755,5871,65151716,59292,379233
63,80097,2972121,6425,22407907,54190,369963
64,74637,2988825,5980,22549426,49224,367522
65,73912,2998691,5067,26986811,52246,818188
66,74648,2965844,5507,30203940,54698,824491
67,73375,2856846,5177,30818535,55596,829455
68,74123,2633629,7269,30362902,54619,807933
69,75755,2637461,7695,30309798,57590,820954
70,76740,2636059,5323,59377155,56995,391074
71,76343,3011780,5131,22769036,57326,376975
72,74670,2991658,5345,24680528,49149,826061
73,73988,2950107,5084,30217349,54797,831047
74,74331,2934633,5176,31041695,53406,824263
75,73594,2591229,7037,30390385,56846,806978
76,74219,2652270,7120,30322594,54679,825206
77,80051,2623409,5583,62002151,58101,377344
78,80609,3117246,5850,22270526,53102,373875
79,73964,2981789,5543,22636085,49847,382119
80,75035,2980217,5409,30310651,54059,821718
81,74975,2920567,5543,30641783,53056,825114
82,73942,2853518,7293,30618921,56726,817728
83,73990,2640241,7398,30352599,53815,814362
84,76205,2648043,5389,65108318,62852,377426
85,75263,2956807,6660,22423571,56572,372493
86,75272,2934653,5347,22679338,49777,371575
87,74147,2993689,5753,26783162,52859,821743
88,74319,2956200,7671,30263290,52424,821995
89,74288,2875583,7739,30810977,54479,826306
90,74295,2605085,7485,30336731,57499,810234
91,73263,2644566,5280,30423389,54529,813247
92,76593,38694397,5286,22375495,53621,383047
93,75326,3000859,5194,22549834,54035,390491
94,74055,2978051,6166,25069255,52345,826487
95,75279,2964713,5404,30286154,54326,818009
96,73825,2946782,5140,31073952,53807,823642
97,73511,2648713,7306,30419925,54402,821807
98,75349,2624360,7374,30257645,53072,820385
99,75643,2618165,5665,61791862,56057,374802
100,75407,2965685,5270,22703277,52016,377471
