i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1028248,13092043,30997,340337915,168809,776832
2,262284,13061739,17102,296277667,161325,792063
3,263700,13040793,21705,343633616,158329,747319
4,259789,13066792,15434,297329420,154412,746880
5,326996,12976633,15852,390053144,160538,773679
6,258783,19379994,17019,296081776,159608,800524
7,272477,16957213,18441,342317516,160402,750043
8,261699,22929035,16119,279466254,160925,744922
9,271756,13003002,16201,294947103,161288,778888
10,261958,13094189,17866,289431242,161231,757615
11,260519,13024099,16232,297665386,164083,796678
12,270692,12945191,17663,288849497,159806,767810
13,272110,13018638,17244,294691733,153834,755182
14,261108,13056950,15210,288978197,156327,774375
15,261579,13005760,16823,295712441,157322,871430
16,259753,13172041,16271,288626080,154154,793012
17,263822,20784811,16031,342846976,158426,818184
18,258125,13255416,16448,296276081,157019,761630
19,260189,12964817,16173,288621665,159931,756604
20,261928,13024594,16447,294678246,159874,770423
21,269251,13007529,20885,288316205,164750,781309
22,263736,13168801,15655,296608665,161825,787975
23,261530,12982353,17535,288748112,159849,797049
24,267124,13021594,16659,294357911,160011,755367
25,259893,13038936,15100,288524552,161148,744242
26,260702,21742719,15580,275548978,154348,790010
27,266247,12951217,17331,294461631,155113,802434
28,262298,12916240,17047,288041327,156356,748171
29,262668,13107066,17089,295696448,158764,741157
30,261896,13105459,15981,288491857,159228,756786
31,270798,12983937,16513,294355095,157040,773151
