i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,781051,11467019,21758,318515505,306371110,88681671
2,266979,121609923,19336,285884577,170436442,5867306
3,270371,131199449,19799,279222306,160137856,7267283
4,258760,131773116,19594,284863307,141061954,82814774
5,258215,106842587,20356,296865942,158898568,9534536
6,258341,131244981,19792,291025441,158883419,19564740
7,268472,131408008,21451,282179957,135246263,7479979
8,269972,132713956,19648,331046675,120280631,38741336
9,267979,131477560,20874,284158566,148039724,7328420
10,258307,131189205,19761,282204732,163084534,12062545
11,262018,137130664,20043,281051059,268059254,92129058
12,262639,128206451,19683,320487867,167089063,6588994
13,259940,131286299,20100,288718917,152806981,5898625
14,266250,131167430,19467,285430360,160440825,7065699
15,265732,128152681,20773,284822307,77507317,7785148
16,266929,127460583,20106,290900780,118136332,5217802
17,259408,129376618,19304,286364940,255735814,62731529
18,258823,124119644,18285,289171882,201273968,5339008
19,258442,131612124,19449,293407699,134288411,4859640
20,270320,119560235,19420,287692759,133811389,8351573
21,258918,131196486,20319,332025994,88525886,8505422
22,270087,131376091,20426,289453020,150023917,4864421
23,258692,139007990,18488,291122247,125104347,9405400
24,304759,129829313,21448,291708880,1463041,1938850
25,258911,29151657,19046,424363227,129104460,46185562
26,263139,131999350,20638,324411668,101796794,14274387
27,259840,137982643,19078,302385561,132592114,11161792
28,258121,139549674,19252,290810095,82181858,29811038
29,268850,84515662,20695,292583732,98758306,32362596
30,268312,113619721,19626,297978071,195282503,6857373
31,263819,131381415,18706,295864569,178116614,8995375
32,257961,131227962,19675,294761749,132694071,4923360
33,257378,131941163,24172,296346430,99579548,6937588
34,258641,139299380,19004,283412469,129595451,145871609
35,264231,13253680,22964,345059434,153012060,6970304
36,260926,132275183,19503,368465528,146699266,4804435
37,260247,132485104,19445,298107486,99564580,10132217
38,262121,131284596,20531,298165771,109946648,6663432
39,270494,133031861,19783,352250824,83351562,74006956
40,259715,93225769,19454,386166568,305660477,141537079
41,259417,91855598,19646,323071622,194150616,5809309
42,259414,132492473,18553,298998286,119194914,8847200
43,261139,133109672,19526,299594068,116304354,9148054
44,269750,133004923,19236,358524837,94156571,56187321
45,257857,119631581,19228,305326048,155846558,7189884
46,266847,133869461,19366,360821405,152069478,6955320
47,260864,134341893,20080,300097848,90050516,68909023
48,258498,68776577,19670,336600950,207586062,8376267
49,267720,131454410,19074,301041589,145151861,6482806
50,263603,128574954,19331,299440020,132453980,9235203
51,261198,131647948,18574,300715772,145468082,7102783
52,258577,132036740,19107,299813753,276036545,83663185
53,270828,132713999,19120,458856791,120079922,6207393
54,259196,132512447,19337,301379730,78838187,7997670
55,259103,132280770,19098,293361338,56340543,8828932
56,268158,136623090,20328,285219595,79254035,46334484
57,259389,127130188,18921,370535646,350544289,46739301
58,259251,131704070,18151,300556016,134887576,7113909
59,272077,132438668,20204,375594355,83062376,75681249
60,277563,72325797,20348,431190838,169977126,7128053
61,262011,132059380,20475,300628425,142087246,9046490
62,257072,132449253,18351,295414297,123815888,6956076
63,259023,140885734,17597,284376067,158534761,8810503
64,264540,132024178,24467,331924759,42288662,12231718
65,260680,132498370,18535,352537860,135900706,6946498
66,1079624,132280732,23772,301359815,140931496,5043782
67,268884,131043388,19570,296905058,7967439,2276671
68,267529,33643335,20330,414845888,9913259,2027401
69,266614,19674377,20148,335963766,1992840,2251059
70,262502,19670720,20163,337093324,9187181,2272246
71,261607,19362405,19549,351813152,88176915,39069044
72,263317,139578285,20046,283325657,255281099,103875589
73,262407,129390242,20323,302393579,183211374,6999744
74,289184,132518821,21253,303742003,78575183,7928342
75,256409,127500028,30991,297913817,259596781,112662428
76,262183,128644804,19978,302773136,127375038,7027318
77,259521,133282062,18145,301460066,75510426,6904130
78,266288,111720220,20594,296530455,149769869,5188224
79,257626,140832027,19248,284026196,113108257,9542526
80,261737,131557762,20094,301804398,67670496,67316227
81,274343,68955528,20695,429395564,172515744,15868288
82,260847,141572523,19092,285468916,188656517,1948159
83,259236,34817449,19595,363005422,1807791,2534818
84,271869,29329444,19609,363187845,13912097,2079393
85,265731,131931546,18319,410808107,130157226,10815352
86,261112,132230153,19806,311932785,149071933,4763203
87,259868,132636999,24709,391011460,149665692,31713311
88,259993,114406461,19090,308655034,193260315,7181031
89,269026,131688463,19185,298103619,152779493,7108252
90,261691,141179259,18965,285958784,72921799,8541502
91,323638,131731731,23299,303861878,80068007,52036902
92,264503,114763791,18874,303827242,223799298,19484124
93,261224,118704433,19926,301287382,80605068,8260300
94,258159,133311888,37608,297096833,144788329,8255264
95,261931,132631883,18951,303960409,162004292,7011551
96,258688,133581632,18828,297619165,295444409,69090231
97,262587,134832074,20583,332457899,111033827,13914926
98,259348,132202985,20181,373423563,149111180,10321572
99,271331,142641892,20443,291241740,292929461,50635764
100,258610,112897300,19147,297041558,258419142,103301197
