i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,51507,1641521,5243,13002877,140798,438839
2,48058,1558540,5673,56809697,132902,317818
3,44321,1551425,4657,9468013,126744,305998
4,43896,1525061,5266,9400871,117545,307844
5,48326,1507335,4841,9849057,129116,320158
6,44638,1638849,4338,9319447,115402,317888
7,44354,1496666,4162,9583858,117887,303177
8,44954,1509717,5012,11209193,119507,310526
9,44848,1492857,4041,11785188,114043,594753
10,44250,1426189,3901,13031590,118442,584516
11,44750,1341741,6120,13640449,115925,580646
12,43685,1355293,6262,13753773,118581,584685
13,44535,1366432,3883,13684627,114251,577125
14,44108,1346196,4066,13680990,114030,573196
15,43875,1484231,3770,13687559,117185,573276
16,49056,1379363,3985,42165465,122499,318293
17,45379,1556274,3806,9506981,116264,314540
18,44482,1551929,3658,9466715,111680,326225
19,44814,1527860,4199,9503706,114321,308613
20,44256,1529699,3870,9492185,115026,315482
21,44066,1517085,3676,10001186,119257,586869
22,49020,1525304,3762,13784757,117258,580994
23,44320,1490029,3938,13299171,114203,583000
24,45003,1456168,4050,13039468,118573,579598
25,44444,1356561,5873,13621537,114577,584982
26,44995,1349541,5614,14190056,111052,572104
27,44923,1364713,3717,13668156,111244,580989
28,44724,1348824,3723,13700744,111828,576041
29,43677,1374388,3712,13793556,111799,584838
30,46930,1361095,4345,43594266,118390,315809
31,48679,1577237,3963,9449434,115761,308843
32,43531,1534196,3960,9451411,113341,308105
33,44491,1513819,3855,9771459,111624,312197
34,44257,1506004,3955,9360060,113284,327468
35,43903,1514848,3910,9796494,112460,590728
36,44584,1508580,4329,13385194,112512,578579
37,45136,1498667,4073,13288004,117950,573138
38,43918,1471599,3894,13008016,113154,571530
39,43759,1363853,6278,13545807,117499,576474
40,43907,1353357,6113,13654510,114706,583835
41,44000,1347760,3760,13625640,112779,578431
42,44096,1338843,4067,13644859,113726,576739
43,44223,1349995,3703,13633462,111636,571526
44,52953,1395710,4680,43745856,120132,316700
45,44370,1595021,3786,9467759,116178,325440
46,43686,1519717,3756,9471019,114718,309728
47,45179,1546231,3671,9483552,113436,327329
48,44137,1512401,4660,9512354,113022,307390
49,44554,1520618,3653,9538041,118646,584595
50,44593,1506574,3703,13752821,118408,576236
51,43628,1507457,3746,13349095,113774,587860
52,43715,1488378,3659,13062606,117477,572053
53,43397,1366908,5702,13558488,112168,580453
54,43784,1370543,6218,13723069,113341,586038
55,44388,1356176,6198,13643523,112488,578488
56,43649,1344726,3935,13662821,112636,573092
57,46900,1363635,4296,13648178,112769,575750
58,47685,1374341,3956,43854670,126597,315846
59,44880,1599672,3859,9475476,115839,325484
60,44230,1526840,3870,9457789,114515,310390
61,43620,1546486,3624,9821457,113389,304107
62,43993,1517661,3873,9386925,112314,312003
63,44953,1513875,3883,9384481,116974,496669
64,43760,1516957,3922,13344241,114234,586581
65,43712,1496096,4210,13286003,113895,572440
66,42540,1485565,4173,13025185,112812,581529
67,48919,1356993,6301,13562177,121726,608250
68,43762,1481253,6516,13671661,114660,574756
69,43705,1368831,3741,13721083,114709,577827
70,42954,1362749,3888,13634982,113111,578573
71,43990,1364726,4586,13696585,109466,583737
72,47966,1381506,4203,44074183,128957,318829
73,44007,1589687,4273,9559315,115522,321126
74,43558,1522632,3974,9502258,115723,309682
75,43745,1530694,3742,9505333,112840,324747
76,44116,1517519,4058,9498606,113566,306044
77,43712,1523701,3773,9413384,112058,313168
78,43949,1503706,3601,13727980,113960,579329
79,46535,1500878,4056,13349027,114079,577028
80,43521,1488473,3674,13088695,114050,583878
81,43948,1365041,5733,13449703,111900,572224
82,42888,1363464,3893,13665342,112013,574136
83,43723,1369072,3726,13636876,115319,574189
84,43491,1366659,3744,13624056,112208,584200
85,44633,1353178,3731,13659615,112916,577451
86,47506,1380124,3993,44085969,124973,333482
87,44475,1602754,4089,9632149,115622,313158
88,44440,1524682,3792,9462854,113325,307188
89,45024,1509023,3910,9849213,117238,307306
90,44445,1510379,3729,9373890,114233,307628
91,43830,1533180,4133,9347245,111140,320878
92,44502,1492788,4185,13104225,116892,571472
93,44078,1519152,4197,13307446,115741,582582
94,45639,1485131,3926,13056025,115592,570335
95,43087,1383991,3938,13455873,110244,582998
96,43699,1374087,4003,13747261,112602,577946
97,44216,1361034,3776,13737804,113881,580229
98,43938,1359626,3947,13754403,113979,573359
99,43110,1364905,3792,13793659,110125,578276
100,47493,1381909,4224,44507741,129989,317037
