i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,2102491,12604427,27357,250103231,136982,723988
2,264374,11947896,12709,239992893,126929,757313
3,246378,11366030,13712,238955267,126781,719462
4,247911,11424496,13150,244743192,133039,718592
5,257282,11960737,13774,239155617,130014,715114
6,258481,11836591,30499,238962126,129549,721989
7,319399,11518944,12187,274410334,129580,721759
8,248909,11944027,13219,246999313,129648,731149
9,248906,11470238,14179,238161418,128495,758446
10,259366,11352707,13893,238153034,127144,722736
11,252149,17485346,12043,237341628,128441,696828
12,247635,11861434,14243,237562599,131781,767010
13,260569,11362290,13815,238604233,126642,724233
14,247052,18448798,14492,237140674,132501,712660
15,247226,12132015,14772,238244671,131361,722717
16,247504,11382967,14397,239627812,127611,748453
17,249072,11378743,13724,243103608,129369,734013
18,248332,11971471,13259,238112630,127253,734857
