i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,490035,5650398,8652,60192865,77703,1107944
2,124257,4833188,8516,94776698,78608,523078
3,123517,5604876,8680,57768685,64782,505842
4,122411,5284798,8022,68002185,70954,1177730
5,126258,4841600,7886,88450361,67574,524561
6,122875,5573229,8062,57790514,64838,1171430
7,121197,4823151,9663,74357748,67703,1182564
8,124782,4873059,8382,80731047,64574,546338
9,127094,5472080,8291,64899778,66300,1174314
10,128267,4829393,9007,92700553,69798,532566
11,123232,5512300,8641,58057433,62057,467171
12,125778,5207796,8402,70702550,67820,1169074
13,124164,4866552,8071,85201138,67254,547133
14,122461,5422460,8523,61003635,66593,1171018
15,123825,4837060,8759,96333698,70034,553573
16,123431,5550660,8110,57883740,61675,495447
17,122818,5346798,8685,66673060,67049,1175150
18,125661,4817391,8497,88853461,65508,544381
19,122488,5510653,8367,57443797,64933,757210
20,126113,4823598,10744,74806828,66464,1175105
21,123865,4864732,8147,81494800,65093,529743
22,122607,5429272,7843,63983334,67108,1169101
23,128656,4829074,8435,93687756,91843,541470
24,121738,5503866,8654,57705374,60561,483012
25,123245,5383683,8612,70294590,68999,1190065
26,123801,4861528,9276,85647153,65256,554647
27,128635,5408520,8269,60261598,65717,1177481
28,127323,4820182,11450,74689013,66824,1185375
29,129805,27685385,8202,57912954,64812,536644
30,122946,5406258,8763,66379809,67384,1174545
31,125640,4826303,8908,89808867,70571,537556
