i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,608829,6774671,11733,89584797,84811,512795
2,153456,6502963,11483,92401822,82553,484601
3,152264,6523612,11499,96639953,80688,553428
4,152154,6451484,10359,90462975,77693,560974
5,150723,6392384,10438,89346254,76794,540315
6,150118,6477148,11187,90683820,77267,517329
7,152920,6494510,10243,95595657,76249,536943
8,150702,6648269,10423,89807725,73453,558628
9,150880,6497581,10102,90624790,74170,549264
10,150164,6404118,10332,89370986,75232,523147
11,150446,6429196,10834,89984793,75529,559602
12,150898,11290157,11004,91541492,76720,535799
13,151565,6406761,10170,89079107,74366,558533
14,149666,6363884,10014,90242453,72589,533757
15,150720,6419465,9609,89229730,72660,531461
16,150998,6448121,9707,94552807,74738,546559
17,149080,6446784,10034,90446764,75973,537405
18,150571,6349317,10339,89097762,74351,557126
19,150048,6412984,10715,90271843,74810,539451
20,149789,6633099,10158,89141727,72521,5637863
21,152314,6887687,11583,94636801,75757,537770
22,151865,6404067,12130,141725214,86714,547290
23,161239,6546901,12974,91639417,89864,595569
24,150223,6372698,14985,94624525,75946,541926
25,152732,11394555,15741,95277828,78507,532461
26,178598,6462775,11003,141178254,90273,569973
27,151247,6462891,11074,90783920,76671,566080
28,150543,6389260,10121,89554899,72580,548456
29,157439,6584187,11363,100125317,79090,535596
30,154583,6594197,10753,143106015,87981,564942
31,170977,6550723,11243,93249790,85029,596146
32,170182,6573813,12218,97247259,81790,603281
33,150092,6750394,9650,91296014,75756,558630
34,150807,12632920,10752,91141637,77647,552460
35,149831,6422188,10687,91143899,73924,530776
36,150248,6393836,10507,89366151,77578,537877
37,149680,6371634,10371,90002127,74911,535644
38,151971,6436877,10705,100727532,80886,533631
39,152543,6611012,11248,141185132,93692,555836
40,151729,6491341,10912,91098282,78939,560840
41,149913,6454480,10535,89750918,76136,552363
