i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1437718,12057913,30513,290478737,166299332,35991756
2,248623,127310357,17038,265903166,135786460,49204751
3,246283,99387460,17079,270827824,197875176,132592889
4,251120,16876233,17269,361442663,139126047,39911102
5,250196,130998922,16399,247459296,144686134,6769483
6,257660,112089928,18311,268941173,133677765,48463291
7,254957,128342317,16664,249146197,135090872,15176330
8,256978,130949970,17690,268396142,142400723,10507036
9,246913,130542516,15751,247780280,286463272,109085754
10,251590,88159284,17737,303666247,129902234,63732218
11,251576,127906612,16213,248620399,138500562,38326180
12,258977,131592489,16825,267256472,275848298,78211437
13,247446,124792564,17347,249537230,168448209,12110783
14,248481,131999742,17294,269000791,90021945,61659438
15,248216,108177262,16198,259263561,130068964,83697303
16,250352,121398713,16476,274427811,1927133,1776553
17,247637,25018588,17118,308210147,205224066,50906728
18,250993,129512256,17192,270978665,129798525,7653783
19,247972,131866799,17250,250083698,111414867,7986203
20,249732,130048824,16726,257404825,225319735,153619095
21,254814,137919002,25034,248291969,129559308,16088096
22,247269,131545971,15908,272067077,137047652,26632898
23,248011,139777897,16243,248610029,2539275,1788077
24,253856,24806122,17116,318300592,142716911,126539239
25,250337,133860787,21816,260278773,159482182,6740041
26,247852,127268243,16602,250913006,115887053,9066918
27,251289,131162125,17697,275205150,259192846,74852448
28,247196,105030762,16161,268048233,171851710,13190634
29,260167,130342423,16094,275429508,91085401,48496721
30,247481,121612814,17231,252052949,138841386,53939821
31,250830,104652592,18685,295056205,130551750,106976231
32,247023,95438051,16079,280901000,135659987,46408935
33,249241,115056696,16859,286409061,207837812,129785416
34,247195,81489091,16604,277387684,131335314,68115726
35,248844,127223422,18086,276767990,130254096,57059009
36,248734,110583778,16750,264998459,265997059,77468670
37,251816,109310657,17582,294538706,140685266,65751460
38,255243,114201161,16074,261579470,140169437,38386092
39,257467,131074322,18001,279840100,140025772,14372437
40,247570,132138201,16423,250874557,145636107,6895319
41,250443,132064406,17677,280610328,147117947,6082957
42,246891,129491555,16327,252266658,128064005,6515885
43,250453,132151547,16815,257422909,135444729,12585784
44,248346,143392373,22524,250752666,105310434,6960834
45,247013,131842656,15833,308892620,169417596,10393798
46,248106,130649999,15923,281408648,176251634,11916998
47,247454,129773987,17083,250908627,123201995,28322611
48,258458,105295260,17516,295129357,116269196,55072860
49,251986,96853374,16942,270314725,147610045,43548398
50,249991,131819223,16627,284979496,141228990,6039751
51,248577,127818824,16948,251106573,129618646,27683903
52,249516,130873303,17630,283870894,151774277,65301755
53,256280,81033701,17496,282230713,162792209,62780095
54,249413,129798980,18357,283611982,163622443,6382176
55,245813,130856338,18772,251527818,93485719,81420319
56,249600,110027788,21523,275387495,152969247,132604004
57,247915,130479325,17418,249408615,130748344,65921232
58,246754,124607485,16639,250860107,165604566,7139780
59,249934,131789568,16705,284150482,190026744,6622855
60,247770,131121497,16919,253037120,272673235,135351235
61,249638,24669626,16532,374674827,129790261,26514646
62,247851,130863591,16613,250623793,163914792,7588836
63,249573,130312024,18241,287586047,168227567,6636792
64,247977,130855043,17716,251399836,108584466,11556480
65,250487,132500371,17257,289978036,114086100,6384734
66,255452,130877344,17246,250488923,87111570,6245438
67,247951,130859157,17287,264091986,178891432,2878647
68,255300,27883401,17168,370372559,2634216,1795413
69,247871,26876939,16895,320453934,131802857,6673400
70,249346,132514847,17180,287717580,134207478,66432523
71,253241,95662482,17589,281035834,166965967,131384356
72,249298,65068501,17091,341725826,139660673,103313855
73,250135,95385024,16610,279192443,130378031,91420566
74,251321,100142998,16833,304634835,150333903,62976026
75,248906,108339015,16137,266188113,105839826,7920838
76,254257,131040164,16437,255987285,95596643,24496719
77,249323,120119613,18054,283689224,171708563,7007011
78,247517,132071097,17457,252751810,160206192,6089849
79,292498,131323608,19973,293818263,107537482,38551570
80,246437,130717235,17503,252089761,135041638,6103362
81,259328,131009973,18043,295107074,57751434,82366483
82,249778,103077688,16950,273912809,149302613,42256892
83,250753,130293732,21900,271148336,152526134,51654977
84,244871,113624767,18596,254621862,180232611,6710961
85,248000,132164982,15333,261155076,149653931,6415729
86,251546,131126163,17424,284254249,135369449,6706401
87,249810,131272323,17611,252313780,96855032,6352380
88,250877,130800749,16631,302794191,124418076,28207679
89,248995,125580294,17680,260563467,170128363,5460239
90,257409,130672264,18864,270729038,81349078,30137689
91,247491,142403110,28747,249991505,135200460,35050144
92,247310,131238899,16664,262663205,70553625,87000193
93,249556,80006659,16447,320372363,140720463,145709163
94,247722,80954610,17559,296247936,136233566,46077041
95,249674,111155576,16495,311699817,139398234,35100541
96,248730,125939786,17301,255197182,129505442,5793616
97,249971,132027286,17482,276714317,134906115,47337971
98,245272,126681387,15802,250361145,130986014,25610858
99,246887,130462253,16884,253421483,133492499,82991352
100,260996,99000327,17188,338414635,143916864,68234748
