i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,165283,15519434,11134,117355160,83616058,135296222
2,165269,54886822,10414,198899427,105218679,93459815
3,170930,33220544,11957,227039640,73253309,94787476
4,165375,37433370,11441,208544702,200262311,127957558
5,166293,80424248,11028,174509699,111609095,63202796
6,171996,28118998,14765,239030578,202121366,122805293
7,168549,33228488,12182,220065516,129715345,227492694
8,169843,68241862,10502,156362952,181382339,150633740
9,166320,26906516,11409,210240374,150455914,104206394
10,167603,99918276,12017,156099612,49564565,125749297
11,169441,47573494,11537,197685156,201297577,125200333
12,164804,91563608,11182,135517973,64677091,116032376
13,172175,34306504,12547,212164440,93986817,101988630
14,168220,114341019,12127,145236730,39144382,131949361
15,166458,103705010,11406,132780610,197529641,124381397
16,165021,47090974,10704,208771693,73993686,67287315
17,168259,70576006,12224,194648864,10814388,144396159
18,171416,88375177,11344,142981783,195352603,100513041
19,166318,106839319,10449,115085278,172339071,88757622
20,167370,126635433,11820,140663466,28094417,87540074
21,173247,30280320,12101,227917286,184259400,140718728
22,164667,37116540,10927,196316339,95828580,95593980
23,166605,98800791,12160,144482529,228457940,103113363
24,167425,115858625,11792,145173202,57870029,79020235
25,168722,128353694,12755,138066096,218682420,120471067
26,164920,98062279,11698,137502620,157070487,136505009
27,166488,30232948,11083,207655625,129336035,88682783
28,167004,121594081,12773,141718236,112022535,231771294
29,167973,76319654,12106,157307207,129112176,32862099
30,165507,125904263,11383,136061325,107892068,73751291
31,165657,67054633,18717,202862383,234924048,130498375
32,167679,28188869,11553,234234957,9407997,133993697
33,165992,11268442,11649,194794981,138397502,78950273
34,170873,63080418,11439,194709283,57838090,52231163
35,166701,35386019,12451,231545624,221520447,91205858
36,168519,41532303,10879,198274107,59667473,88777857
37,164916,142371792,11204,116003645,188493340,90088449
38,166176,123334640,15658,141412646,69195271,82026122
39,167604,127169727,12383,139554762,103087235,187563724
40,166990,25889257,12381,167332959,114318235,18997753
41,165314,127696808,11144,135553638,165307648,151453299
42,167906,20332633,13612,232887764,138651450,77051553
43,166311,32323995,10789,208297794,116508212,83473658
44,181212,145531294,10774,115856418,86127833,204096002
45,167498,20227806,10760,233950026,136246026,77398175
46,167029,117132569,12932,143619548,117542390,103478256
47,167009,37063892,12090,208099813,196598008,104903540
48,166530,125999647,12319,134952268,246791515,84397560
49,166471,126916646,11334,140042864,38834642,56416849
50,174035,127105558,13092,138488491,165327769,125984639
51,164616,107288033,12104,128450768,189102647,116398321
52,166423,47253751,11643,208871632,1559761,145004115
53,172531,24287161,12111,223556997,103356937,79839938
54,171764,128130314,11480,119247020,42257541,39770250
55,164721,127886361,11769,133145833,12475354,13635713
56,167812,128092971,10719,141956254,236981422,109614407
57,167373,34150336,12247,224612718,139192359,201024207
58,163853,22133884,13709,179616526,137658389,69597728
59,171538,126540100,12619,137260467,129091541,175435889
60,167186,50013929,11183,203720844,134122678,85367480
61,168564,61245844,11241,184208464,34279419,97745798
62,165634,132828582,10923,115488300,218471208,135628377
63,166051,70051667,11932,189616598,217689185,102355965
64,167007,79092449,13012,180718773,201012543,130407290
65,168563,17894015,11125,218660919,210493734,110815784
66,171085,52271497,11143,208206354,216851781,113939777
67,166938,14984750,11627,230065184,48525449,109903404
68,169565,76012057,11301,185745092,216055898,96207003
69,165204,40141500,10575,194461571,121712773,104154031
70,171821,125927566,11858,139063312,95113521,195955543
71,167431,30371174,12357,179816435,113679987,68028329
72,172237,34955695,11117,210485176,47931258,75972572
73,170293,64999946,11291,156849309,65423759,101028812
74,165762,126965644,11605,139522526,186293024,131522445
75,168008,28577009,12047,224739508,93627279,68829494
76,164858,127883691,12224,115984505,115860581,104062344
77,165936,125721115,11311,137171639,131226497,89498338
78,172708,126972729,13720,144999887,110137445,180177558
79,165417,72713077,11337,119852507,131733182,185987330
80,164993,108553079,10490,115608545,133742534,44629831
81,166505,21435757,12760,235097890,249990299,90265720
82,167965,49472668,12882,178264801,77787332,62480871
83,165870,38033432,12498,206101633,4291468,91072801
84,165835,67534736,11362,174273401,108253494,69710317
85,167846,127917774,12799,139049833,214856126,95422863
86,166948,98790809,10566,144680780,88506967,89369541
87,171519,143389183,10754,115935927,26164259,111312526
88,165678,31884419,10854,233761144,3994649,151986170
89,173733,23232494,12765,236100664,196928539,114356011
90,172155,27032448,11471,210299494,167358813,130873802
91,165749,79055129,10810,158345875,125397556,102837390
92,165838,38106081,14269,228349004,74235294,209368322
93,166774,69952377,11861,138136442,129798493,103947288
94,165184,44671879,11091,179639622,103279445,64115278
95,165495,125797501,11651,138763188,186092631,149324196
96,167283,26760496,11184,233309560,50713442,98359177
97,165835,120744933,11842,121512126,140657420,101419551
98,165787,48320980,10458,209825834,189429191,137754026
99,165642,11247257,11716,239617664,143888906,100094868
100,171627,97341277,12497,159723171,139725148,232713783
