i,sstep,lambdastep,gammastep,wstep,loss
1,1785878504,727738699,7834558888,13640149690,133074093
2,3896337553,9211087033,8211683688,13466739674,174777591
3,4107238427,2623075443,7494390563,13815011269,63761822
4,4217549207,5462575442,7605618760,13293928598,95862987
5,4120722310,3198771427,9209795396,13368963165,92003089
6,3903973139,5025705034,9022522883,13244020703,87875415
7,3927052358,4593017979,8986897208,13606159137,96983539
8,3932924003,1794216105,8969351016,13303395186,86496113
9,3989582148,1374539872,8879194037,13342888010,88155695
10,3965243361,1367309423,8963719425,13255499444,86917333
