i,sstep,lambdastep,gammastep,wstep,loss
1,1201929045,792181952,4336006491,1011746179,608623
2,768618316,3288707456,5046807763,1703721327,637388
3,807798498,300880840828,5316939675,2265080361,634873
4,827994984,1826733748,4368148494,1017014467,1889209
5,736895812,1900660551,4503349596,1504278457,619823
6,769290029,381843240,4744073119,1787295038,623334
7,813986828,2998047328,4363239461,1847014954,616441
8,748538290,1965553916,4783156244,991883165,597624
9,758351158,1914897669,4744206548,1591464918,645432
10,849355762,387424918,4608567719,1137266568,624001
11,799574148,3313578423,5165791467,1696820428,630989
12,790621501,358328347648,9972696353,2327754254,644814
13,797965626,2243684385,5012965745,1775388073,680358
14,822262231,3068261452,4609527042,1751054577,630885
15,740538093,1232201887,4920458595,1982482832,634457
16,2653615424,2205813037,4744667614,1004871709,611985
17,740897389,2032940533,4175730061,1511756645,635900
18,709045750,799089120,4797783514,1586653969,633568
19,787404123,1392482958,4626475916,994394657,634791
20,756754254,1071478086,4981437352,1008858467,619431
21,770033939,2203555032,4617948847,1009924985,620481
22,767471930,1998119982,4927335217,990359260,618645
23,787450563,384792128072,4781693890,986705135,629704
24,746324747,1348441452,4977750571,995643310,608632
25,760362682,1324292383,4611065474,992519902,625394
26,693757722,1246221579,5125163691,991901583,619810
27,741773800,1244638672,4849230293,1000164641,620189
28,755778905,2227241315,4622022413,986615623,612484
29,705977796,2195376068,4856030430,1002144529,623021
30,726970824,2098080737,4958816371,998902982,609182
31,791714291,2112086948,4890311135,998713294,637828
32,788923210,2102540480,4975673085,997783136,622251
33,836918990,2167698762,4875352940,995855949,602134
34,748941925,2339700153,4958522142,995109544,623966
35,758500464,2115842448,4885912810,994259285,598443
36,830861832,2281117544,4990879406,995777923,626537
37,718634380,2171078828,4537252447,998975725,617355
38,699258056,2145202395,4957545341,1001471734,626055
39,820196001,2146674762,4537666714,995229887,633281
40,787014405,2249876956,4990119373,990622834,637642
41,749767184,2018306137,4883319334,1002470103,590093
42,821667245,2199277965,4608758768,995709093,611280
43,749634416,2099701590,4902085388,1001562799,617697
44,752328505,2042208894,4996184121,1008956617,613972
45,693112805,2180356990,4514129640,1021884520,637360
46,736870802,2123517827,4960070319,1008502257,626816
47,773059269,2112427768,4526705117,993509870,628944
48,758513586,2153555373,4975823380,1007776340,613729
49,803095630,1966403685,4527638668,995069703,969018
50,777451340,2217152775,4577265217,1014936007,597249
51,775884020,2212608693,4513780794,1017481274,638279
52,696459241,2167508392,5000615746,993697727,632590
53,702327805,2167400215,4898741294,1009749104,619836
54,684995727,2188970120,4603578909,990170622,631930
55,739712237,2158800326,4916833807,984564825,606812
56,749864393,2170128630,4966024981,990235876,623109
57,753187302,2179832945,4888563971,1001317314,605884
58,752502855,2151666870,4605143235,988804236,617296
59,818383790,2098493819,4936643715,997146359,613890
60,773312489,2138839657,4586866281,1011925421,619945
61,779157369,2191054026,4874188813,1012034135,607117
62,796697201,2140148016,4610483787,990928349,616044
63,766933999,2168243072,4897826623,1015932049,606936
64,853958483,2143373851,4602568730,994860104,608407
65,687162825,2196924567,4875240173,1014182275,621212
66,743267198,2150795326,4617111666,993466162,616686
67,763027387,2208685261,4909961994,1015987680,628913
68,766340096,2134986796,4598992413,990131289,1209875
69,733551414,2168673959,4890437966,996255663,627257
70,773078197,2137789587,4583857281,1011107482,625937
71,730115870,2196132518,4905658182,1007583819,1114194
72,800409038,2195924410,4588090989,1012493696,953249
73,716958891,2055957587,4885601433,1003905968,623534
74,743748987,2131593041,4615851669,988887039,612767
75,763398010,2129102218,4517434730,1009133427,613862
76,782837879,2212119462,4991906950,988454328,622233
77,802098041,2215054696,4528279017,1012439038,646356
78,731953834,2135751805,4587684681,1000761552,633834
79,744053592,2021529445,4905641139,1001377847,606840
80,768442540,2161790074,4597184597,1008180365,599004
81,744451397,2165499195,4881564026,1012729915,602144
82,774186968,2196090643,4582319393,1022386414,632851
83,695845801,2099760679,4939135776,985491813,633102
84,695239656,2137421951,4976984789,1006283800,625867
85,706651543,2045000157,4924025630,1014832456,625601
86,807934438,2137158673,4581636374,1011589687,622741
87,751857255,2182530539,4521375333,1006453001,625806
88,746210613,2212812118,4599056819,1002885202,616986
89,702676828,2098421201,4888364149,1012720266,1201697
90,761117629,2204206868,4597620448,1000674429,635240
91,733999420,2155240660,4914206021,1008450484,603132
92,797220733,2145570722,4574794377,1014953053,619677
93,800184575,2163025839,4934792377,995664724,628602
94,729485973,2145495564,4962119464,994279664,628758
95,813451306,2046348738,4518713080,1006488990,629892
96,786507034,2133792806,4962670158,1008574100,612868
97,722232893,2191368682,4521085030,1017039283,620341
98,788186628,2150281588,4983013672,1006362053,609742
99,783819989,2183771731,4511005344,1016933709,608804
100,784960272,2141280472,4988682110,986906415,637102
