i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,16029,99213,6179,1609861,4177915,58758
2,117951,91633,5081,1169768,4144367,56718
3,114780,89659,6525,7859218,4079102,56137
4,72393,103162,6082,1128064,3404197,59222
5,24718,100616,5684,1154452,3406796,59497
6,27398,113364,5700,1237533,3733767,54448
7,25094,101948,5061,1153074,3389736,67763
8,25538,101030,5189,1140310,3936058,56082
9,52747,96732,4989,1142146,3422998,56265
10,52478,95034,5335,1134407,3369608,57200
11,24734,100475,4990,1125067,3397710,62202
12,25169,101053,5353,1148279,3780934,55674
13,30311,100959,5322,1154185,3458575,58526
14,25243,5748804,7228,1439992,3392553,56318
15,25199,101686,5158,1116548,3409555,55625
